Number of generations: 200	Population Size: 200	k-Value: 3
Mutation Rate: 0.0		Crossover Type: UOX	Crossover Rate: 1.0
Random Number Seed: 8766553

25399.972065626072	29483.312336618415
25399.972065626072	29356.897108244648
25399.972065626072	29396.622591051782
24775.95127848142	28879.1254855882
24146.289122387592	29011.97207530488
24146.289122387592	29119.73694262335
23410.031919196816	29023.051092536924
23410.031919196816	28769.309733456714
23410.031919196816	28945.947509446094
23410.031919196816	28777.513821699024
23410.031919196816	28518.250755299494
23410.031919196816	28434.070255074603
23171.802298033886	28351.308853416973
23073.253730878936	28235.15361945421
23073.253730878936	27960.557664747565
23073.253730878936	27988.734937052195
23052.772521920848	27883.916528271133
23052.772521920848	27815.572810427082
22684.878775453104	27481.73215623692
22094.855594157303	26952.16525350532
20250.041986653618	26763.96625267082
20250.041986653618	26466.372655717158
19523.857727991683	26133.1142051575
19523.857727991683	25740.174962237466
19523.857727991683	25360.414289446933
19523.857727991683	25124.168162123005
19523.857727991683	25080.109141519257
19523.857727991683	24844.33001827209
19523.857727991683	24359.771539983623
18569.192705801288	24113.259743982224
18546.573870361175	23737.083746930915
17750.066894466574	23579.353868993087
17750.066894466574	23375.435433831793
17750.066894466574	22881.84853917321
17750.066894466574	22864.491991699702
17750.066894466574	22889.666399380207
17184.406543135003	22578.0312242306
17184.406543135003	22197.897155130733
17184.406543135003	21977.507759661
17184.406543135003	21628.730058449837
17184.406543135003	21339.623557568426
17184.406543135003	21372.201779370098
17184.406543135003	21143.02266317802
16834.16854971976	20821.623173011096
16834.16854971976	20848.84804707802
16834.16854971976	20475.44177600091
16651.063973479395	20420.890202085742
16651.063973479395	20338.90621037202
16651.063973479395	20179.381562800678
16486.353568170387	19780.254059836698
16004.23058550617	19582.78792792643
16004.23058550617	19542.51392010819
16004.23058550617	19290.591803637555
16004.23058550617	19235.667452313162
16004.23058550617	19028.91346437581
15489.18718377812	18764.777077629053
15489.18718377812	18403.610640830022
15489.18718377812	18389.035383947517
14596.690701430665	18506.29005765783
14552.096465195435	18252.6775604316
14552.096465195435	18199.571020000738
14552.096465195435	18414.784360147634
14552.096465195435	18217.33401337208
14552.096465195435	18218.723140705806
14070.559183689475	18052.956666308626
14070.559183689475	17758.900133716113
14070.559183689475	17448.649199791224
14070.559183689475	17199.872043919728
14070.559183689475	17036.876981671347
14070.559183689475	16933.158562403412
14070.559183689475	16882.150891439178
14070.559183689475	16687.944340738555
14039.341550895117	16493.53248197383
13737.15604217781	16401.052978525055
13737.15604217781	16151.531916290503
13607.336470270762	15947.258435817841
13607.336470270762	15977.574639376642
13607.336470270762	15787.730682077083
13325.233858749245	15570.539180154661
13325.233858749245	15384.970770423428
13242.81405122358	15067.153814182606
12987.029967962453	14815.705825898904
12969.205684093742	14522.901082775928
12070.971246653842	14256.954486865428
12070.971246653842	13988.629659746566
12070.971246653842	13882.407038765261
12070.971246653842	13475.77276907681
11665.486868008817	13261.462744505328
11665.486868008817	12950.960090319395
11665.486868008817	12795.489549708096
11219.704544192686	12705.701594228343
11219.704544192686	12583.48122549474
11219.704544192686	12520.808017502017
11219.704544192686	12381.600338769205
10965.52590934562	12283.423049402123
10888.65372639277	12117.107584974852
10728.386930797247	11966.250439634163
10290.00624200974	11817.835971236545
10290.00624200974	11667.367227733144
10290.00624200974	11471.476472498785
10178.246278808874	11298.26087213103
10178.246278808874	11160.55160450228
10017.383329175931	11059.266200559616
10017.383329175931	10951.139838656094
10017.383329175931	10830.21347468757
9801.223725197415	10727.24237994801
9739.605204720607	10647.30140132155
9665.965236991766	10553.623542059964
9665.965236991766	10406.380580774854
9665.965236991766	10251.720863750197
9629.54442565738	10125.166248540614
9396.841165913063	9977.836397833831
9396.841165913063	9852.640776872991
9335.589187038295	9769.088148806759
9306.121622510558	9676.141374894209
9294.382524520182	9622.131046500133
9221.529406453497	9553.512663567086
9153.141503789608	9504.703275652393
9153.141503789608	9419.75107364772
9153.141503789608	9349.93893076845
9145.542254684498	9297.519403380647
9122.324852131444	9263.408449749662
9085.908373476143	9240.38522296197
9085.908373476143	9199.677358146435
9085.908373476143	9188.144730561267
9085.908373476143	9156.377411789013
9085.908373476143	9135.150978470036
9085.908373476143	9108.31860400685
9085.908373476143	9097.43620721496
9085.908373476143	9093.273397681225
9085.908373476143	9092.588314654831
9085.908373476143	9092.508311130978
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
9085.908373476143	9092.49794030381
