-7.03953 0.01
-7.0089 0.01
-6.97827 0.01
-6.94764 0.01
-6.91701 0.01
-6.88638 0.01
-6.85575 0.01
-6.82512 0.01
-6.79449 0.01
-6.76386 0.01
-6.73323 0.01
-6.7026 0.01
-6.67197 0.01
-6.64134 0.01
-6.61071 0.01
-6.58008 0.01
-6.54946 0.01
-6.51883 0.01
-6.4882 0.01
-6.45757 0.01
-6.42694 0.01
-6.39631 0.01
-6.36568 0.01
-6.33505 0.01
-6.30442 0.01
-6.27379 0.02
-6.24316 0.03
-6.21253 0.03
-6.1819 0.04
-6.15127 0.04
-6.12064 0.04
-6.09001 0.04
-6.05938 0.04
-6.02875 0.04
-5.99812 0.04
-5.96749 0.04
-5.93686 0.04
-5.90623 0.04
-5.87561 0.04
-5.84498 0.04
-5.81435 0.04
-5.78372 0.04
-5.75309 0.04
-5.72246 0.04
-5.69183 0.04
-5.6612 0.04
-5.63057 0.04
-5.59994 0.04
-5.56931 0.04
-5.53868 0.04
-5.50805 0.04
-5.47742 0.04
-5.44679 0.04
-5.41616 0.04
-5.38553 0.04
-5.3549 0.04
-5.32427 0.04
-5.29364 0.04
-5.26301 0.05
-5.23238 0.05
-5.20176 0.05
-5.17113 0.06
-5.1405 0.06
-5.10987 0.06
-5.07924 0.06
-5.04861 0.06
-5.01798 0.06
-4.98735 0.06
-4.95672 0.06
-4.92609 0.06
-4.89546 0.06
-4.86483 0.06
-4.8342 0.06
-4.80357 0.06
-4.77294 0.06
-4.74231 0.06
-4.71168 0.06
-4.68105 0.06
-4.65042 0.06
-4.61979 0.06
-4.58916 0.06
-4.55853 0.06
-4.52791 0.06
-4.49728 0.07
-4.46665 0.07
-4.43602 0.08
-4.40539 0.08
-4.37476 0.08
-4.34413 0.08
-4.3135 0.08
-4.28287 0.08
-4.25224 0.08
-4.22161 0.09
-4.19098 0.1
-4.16035 0.11
-4.12972 0.11
-4.09909 0.11
-4.06846 0.11
-4.03783 0.12
-4.0072 0.12
-3.97657 0.12
-3.94594 0.12
-3.91531 0.12
-3.88468 0.12
-3.85406 0.12
-3.82343 0.12
