-7.79026 0.01
-7.72199 0.01
-7.65372 0.01
-7.58546 0.01
-7.51719 0.01
-7.44892 0.01
-7.38065 0.01
-7.31238 0.01
-7.24412 0.01
-7.17585 0.01
-7.10758 0.01
-7.03931 0.01
-6.97104 0.01
-6.90278 0.01
-6.83451 0.01
-6.76624 0.01
-6.69797 0.01
-6.6297 0.01
-6.56144 0.01
-6.49317 0.01
-6.4249 0.01
-6.35663 0.01
-6.28836 0.01
-6.2201 0.01
-6.15183 0.01
-6.08356 0.02
-6.01529 0.03
-5.94703 0.04
-5.87876 0.04
-5.81049 0.04
-5.74222 0.04
-5.67395 0.05
-5.60569 0.05
-5.53742 0.06
-5.46915 0.06
-5.40088 0.06
-5.33261 0.06
-5.26435 0.06
-5.19608 0.06
-5.12781 0.06
-5.05954 0.06
-4.99127 0.06
-4.92301 0.06
-4.85474 0.06
-4.78647 0.06
-4.7182 0.06
-4.64993 0.06
-4.58167 0.06
-4.5134 0.06
-4.44513 0.07
-4.37686 0.08
-4.30859 0.09
-4.24033 0.09
-4.17206 0.09
-4.10379 0.1
-4.03552 0.1
-3.96725 0.1
-3.89899 0.11
-3.83072 0.11
-3.76245 0.12
-3.69418 0.12
-3.62592 0.12
-3.55765 0.12
-3.48938 0.13
-3.42111 0.14
-3.35284 0.14
-3.28458 0.14
-3.21631 0.14
-3.14804 0.17
-3.07977 0.17
-3.0115 0.17
-2.94324 0.19
-2.87497 0.2
-2.8067 0.2
-2.73843 0.2
-2.67016 0.21
-2.6019 0.21
-2.53363 0.22
-2.46536 0.24
-2.39709 0.25
-2.32882 0.25
-2.26056 0.25
-2.19229 0.25
-2.12402 0.25
-2.05575 0.25
-1.98748 0.25
-1.91922 0.25
-1.85095 0.27
-1.78268 0.27
-1.71441 0.28
-1.64614 0.28
-1.57788 0.28
-1.50961 0.29
-1.44134 0.3
-1.37307 0.3
-1.30481 0.3
-1.23654 0.3
-1.16827 0.32
-1.1 0.34
-1.03173 0.35
-0.963465 0.36
-0.895198 0.37
-0.82693 0.38
-0.758662 0.41
-0.690394 0.41
-0.622126 0.43
-0.553858 0.44
-0.48559 0.44
-0.417322 0.45
-0.349054 0.45
-0.280786 0.46
-0.212518 0.46
-0.14425 0.47
-0.0759822 0.48
-0.00771428 0.49
0.0605537 0.49
0.128822 0.5
0.19709 0.51
0.265357 0.51
0.333625 0.52
0.401893 0.53
0.470161 0.54
0.538429 0.56
0.606697 0.57
0.674965 0.58
0.743233 0.58
0.811501 0.58
0.879769 0.59
0.948037 0.6
1.0163 0.63
1.08457 0.64
1.15284 0.66
1.22111 0.68
1.28938 0.69
1.35764 0.7
1.42591 0.7
1.49418 0.72
1.56245 0.72
1.63072 0.73
1.69898 0.74
1.76725 0.74
1.83552 0.74
1.90379 0.74
1.97206 0.75
2.04032 0.75
2.10859 0.76
2.17686 0.76
2.24513 0.77
2.3134 0.77
2.38166 0.79
2.44993 0.79
2.5182 0.79
2.58647 0.81
2.65474 0.83
2.723 0.83
2.79127 0.83
2.85954 0.83
2.92781 0.83
2.99608 0.84
3.06434 0.86
3.13261 0.87
3.20088 0.87
3.26915 0.88
3.33741 0.88
3.40568 0.88
3.47395 0.88
3.54222 0.88
3.61049 0.88
3.67875 0.88
3.74702 0.88
3.81529 0.88
3.88356 0.89
3.95183 0.89
4.02009 0.9
4.08836 0.91
4.15663 0.91
4.2249 0.92
4.29317 0.92
4.36143 0.93
4.4297 0.93
4.49797 0.93
4.56624 0.93
4.63451 0.93
4.70277 0.93
4.77104 0.94
4.83931 0.94
4.90758 0.95
4.97585 0.95
5.04411 0.95
5.11238 0.95
5.18065 0.95
5.24892 0.95
5.31719 0.95
5.38545 0.95
5.45372 0.95
5.52199 0.95
5.59026 0.96
5.65852 0.96
5.72679 0.96
5.79506 0.97
5.86333 0.97
5.9316 0.97
5.99986 0.97
6.06813 0.97
6.1364 0.97
6.20467 0.98
6.27294 0.98
6.3412 0.98
6.40947 0.98
6.47774 0.99
6.54601 0.99
6.61428 0.99
6.68254 0.99
6.75081 0.99
6.81908 0.99
6.88735 0.99
6.95562 0.99
7.02388 0.99
7.09215 0.99
7.16042 0.99
7.22869 0.99
7.29696 1
7.36522 1
7.43349 1
7.50176 1
7.57003 1
7.6383 1
7.70656 1
7.77483 1
7.8431 1
7.91137 1
7.97963 1
8.0479 1
8.11617 1
8.18444 1
8.25271 1
8.32097 1
8.38924 1
8.45751 1
8.52578 1
8.59405 1
8.66231 1
8.73058 1
8.79885 1
8.86712 1
8.93539 1
9.00365 1
9.07192 1
9.14019 1
9.20846 1
